InvoiceId,CustomerId,InvoiceNumber,SalesOrderNumber,InvoiceDate,InvoicedNetValue,InvoiceTaxValue,CretaedDate,LastModifiedDate
1120160,758555,1111501125,1111701229,2023-09-29 00:00:00.000,2485.50,497.10,2023-09-29 14:13:08.807,2023-09-29 14:41:25.733
1120202,758555,1111501126,1111701230,2023-09-29 00:00:00.000,1964.08,392.82,2023-09-29 14:14:12.723,2023-09-29 14:41:25.920
1120251,758555,1111501127,1111701249,2023-09-29 00:00:00.000,2485.50,497.10,2023-09-29 14:17:09.010,2023-09-29 14:41:26.123
1120283,758555,1111501128,1111701250,2023-09-29 00:00:00.000,1964.08,392.82,2023-09-29 14:18:18.447,2023-09-29 14:41:26.327
1120346,758555,1111501129,1111701206,2023-09-29 00:00:00.000,4971.00,994.20,2023-09-29 14:20:17.707,2023-09-29 14:41:26.577
1120425,758555,1111501130,1111701207,2023-09-29 00:00:00.000,3390.66,678.13,2023-09-29 14:22:03.887,2023-09-29 14:41:26.793
1120461,758555,1111501131,1111701237,2023-09-29 00:00:00.000,4971.00,994.20,2023-09-29 14:23:53.990,2023-09-29 14:41:27.027
1120505,758555,1111501132,1111701238,2023-09-29 00:00:00.000,3390.66,678.13,2023-09-29 14:24:56.087,2023-09-29 14:41:27.213
1120549,758555,1111501133,1111701107,2023-09-29 00:00:00.000,2485.50,497.10,2023-09-29 14:27:28.107,2023-09-29 14:41:27.557
1120603,758555,1111501134,1111701108,2023-09-29 00:00:00.000,3039.08,607.82,2023-09-29 14:28:49.070,2023-09-29 14:41:27.793
1120691,758555,1111501135,1111701045,2023-09-29 00:00:00.000,2485.50,497.10,2023-09-29 14:30:49.547,2023-09-29 14:36:03.337
1120703,758555,1111501136,1111700944,2023-09-29 00:00:00.000,2485.50,497.10,2023-09-29 14:30:56.843,2023-09-29 14:41:28.073
1120755,758555,1111501137,1111700943,2023-09-29 00:00:00.000,1964.08,392.82,2023-09-29 14:31:58.983,2023-09-29 14:41:28.260
1120802,758555,1111501138,1111701198,2023-09-29 00:00:00.000,2485.50,497.10,2023-09-29 14:33:47.657,2023-09-29 14:41:28.463
1120829,758555,1111501139,1111701178,2023-09-29 00:00:00.000,2485.50,497.10,2023-09-29 14:33:54.750,2023-09-29 14:41:28.697
1120871,758555,1111501140,1111701179,2023-09-29 00:00:00.000,1784.08,356.82,2023-09-29 14:35:10.130,2023-09-29 14:41:28.913
1120902,758555,1111501141,1111701045,2023-09-29 00:00:00.000,2485.50,497.10,2023-09-29 14:36:43.567,2023-09-29 14:41:29.117
1144993,135746,1111501142,1111700756,2023-10-05 00:00:00.000,7062.50,1412.50,2023-10-05 08:53:09.287,2023-10-05 16:42:16.280
1145173,127190,1111501143,1111501143,2023-10-02 00:00:00.000,1874.66,374.93,2023-10-05 09:24:21.660,2023-10-05 16:42:16.890
1145359,122447,1111501144,1111700114,2023-10-05 00:00:00.000,1582.00,316.40,2023-10-05 10:19:10.393,2023-10-05 16:42:17.403
1145561,122447,1111501145,1111700147,2023-10-05 00:00:00.000,626.00,125.20,2023-10-05 10:38:36.847,2023-10-05 16:42:17.730
1146369,132491,1111501146,1111701426,2023-10-05 00:00:00.000,0.00,0.00,2023-10-05 12:21:58.543,2023-10-05 16:42:17.890
1146493,131561,1111501147,1111701334,2023-10-05 00:00:00.000,920.00,184.00,2023-10-05 12:44:35.403,2023-10-05 16:42:18.387
1146721,127190,1111501148,1111701331,2023-10-05 00:00:00.000,3848.80,769.76,2023-10-05 13:17:39.277,2023-10-05 16:42:18.823
1147884,127190,1111501149,1111701241,2023-10-05 00:00:00.000,1206.50,241.30,2023-10-05 14:30:26.423,2023-10-05 16:42:19.093
1147936,987375,1111501150,1111701437,2023-10-05 00:00:00.000,6482.00,1296.40,2023-10-05 14:51:09.550,2023-10-05 16:42:19.307
1148854,126260,1111501151,1111701405,2023-10-05 00:00:00.000,1783.00,0.00,2023-10-05 15:44:28.483,2023-10-05 16:42:19.510
1148991,127190,1111501152,1111700086,2023-10-05 00:00:00.000,34751.75,6950.35,2023-10-05 16:00:24.217,2023-10-05 16:42:19.697
1149042,133793,1111501153,1111701450,2023-10-05 00:00:00.000,7105.00,1421.00,2023-10-05 16:08:09.497,2023-10-05 16:42:19.900
1149219,138443,1111501154,1111701451,2023-10-05 00:00:00.000,1745.00,349.00,2023-10-05 16:16:49.333,2023-10-05 16:42:20.100
1154793,557758,1111501155,1111501155,2023-10-09 00:00:00.000,90.00,18.00,2023-10-09 09:42:34.887,2023-10-09 10:57:26.880
1154940,387169,1111501156,1111501156,2023-10-09 00:00:00.000,6244.67,1248.93,2023-10-09 10:10:56.330,2023-10-09 10:57:27.317
1155016,136118,1111501157,1111501157,2023-10-09 00:00:00.000,30789.23,6157.85,2023-10-09 10:39:48.590,2023-10-09 10:57:27.627
1158516,132491,1111501158,1111701455,2023-10-10 00:00:00.000,0.00,0.00,2023-10-10 09:49:43.800,2023-10-10 09:50:41.723
1162231,127190,1111501159,1111700872,2023-10-11 00:00:00.000,6391.00,1278.20,2023-10-11 08:46:58.843,2023-10-11 14:36:31.423
1162545,127190,1111501160,1111700868,2023-10-11 00:00:00.000,28274.00,5654.80,2023-10-11 09:07:32.750,2023-10-11 14:36:31.860
1162629,133514,1111501161,1111700026,2023-10-11 00:00:00.000,995.00,199.00,2023-10-11 09:19:09.907,2023-10-11 14:36:32.093
1162761,135746,1111501162,1111700298,2023-10-11 00:00:00.000,495.00,99.00,2023-10-11 09:23:51.593,2023-10-11 14:36:32.283
1162831,131561,1111501163,1111700497,2023-10-11 00:00:00.000,630.00,126.00,2023-10-11 09:27:56.237,2023-10-11 14:36:32.517
1163011,133793,1111501164,1111700743,2023-10-11 00:00:00.000,2432.50,486.50,2023-10-11 09:32:26.423,2023-10-11 14:36:32.703
1163108,131747,1111501165,1111700907,2023-10-11 00:00:00.000,1830.00,366.00,2023-10-11 09:42:34.093,2023-10-11 14:36:32.970
1163147,131561,1111501166,1111701027,2023-10-11 00:00:00.000,855.00,171.00,2023-10-11 09:48:23.667,2023-10-11 14:36:33.140
1163164,134165,1111501167,1111701256,2023-10-11 00:00:00.000,44.86,0.00,2023-10-11 09:48:27.447,2023-10-11 14:36:33.313
1163211,992652,1111501168,1111701166,2023-10-11 00:00:00.000,475.00,95.00,2023-10-11 09:52:01.567,2023-10-11 14:36:33.470
1163263,1005389,1111501169,1111701203,2023-10-11 00:00:00.000,786.00,157.20,2023-10-11 09:58:17.720,2023-10-11 14:36:33.610
1163515,132026,1111501170,1111701283,2023-10-11 00:00:00.000,1020.00,204.00,2023-10-11 10:04:21.703,2023-10-11 14:36:33.767
1163596,1005389,1111501171,1111701464,2023-10-11 00:00:00.000,1355.00,271.00,2023-10-11 10:13:04.657,2023-10-11 14:36:33.970
1163654,137978,1111501172,1111701471,2023-10-11 00:00:00.000,5643.00,1128.60,2023-10-11 10:24:47.097,2023-10-11 14:36:34.110
1163702,122354,1111501173,1111701418,2023-10-11 00:00:00.000,385.00,77.00,2023-10-11 10:32:44.873,2023-10-11 14:36:34.250
1163806,132026,1111501174,1111701434,2023-10-11 00:00:00.000,23450.00,4690.00,2023-10-11 10:42:35.427,2023-10-11 14:36:34.500
1163894,138164,1111501175,1111701346,2023-10-11 00:00:00.000,21639.48,4327.90,2023-10-11 11:07:44.627,2023-10-11 14:36:34.797
1163924,556702,1111501176,1111701260,2023-10-11 00:00:00.000,9838.32,1967.66,2023-10-11 11:15:25.620,2023-10-11 14:36:40.910
1164168,122354,1111501177,1111700730,2023-10-11 00:00:00.000,11489.00,2297.80,2023-10-11 12:28:21.120,2023-10-11 14:36:41.567
1164229,122354,1111501178,1111700729,2023-10-11 00:00:00.000,11489.00,2297.80,2023-10-11 12:34:39.930,2023-10-11 14:36:41.927
1164302,122354,1111501179,1111700728,2023-10-11 00:00:00.000,9104.00,1820.80,2023-10-11 12:40:08.493,2023-10-11 14:36:42.283
1164366,123005,1111501180,1111701268,2023-10-11 00:00:00.000,2621.00,0.00,2023-10-11 12:45:01.180,2023-10-11 14:36:42.567
1164454,123005,1111501181,1111701475,2023-10-11 00:00:00.000,220.00,0.00,2023-10-11 12:49:41.440,2023-10-11 14:36:42.770
1164604,122447,1111501182,1111700137,2023-10-11 00:00:00.000,695.00,139.00,2023-10-11 13:01:11.450,2023-10-11 14:36:42.927
1164756,122447,1111501183,1111700165,2023-10-11 00:00:00.000,30852.00,6170.40,2023-10-11 13:05:37.380,2023-10-11 14:36:43.143
1164982,122447,1111501184,1111700172,2023-10-11 00:00:00.000,21236.00,4247.20,2023-10-11 13:09:36.660,2023-10-11 14:36:43.690
1165400,122447,1111501185,1111700175,2023-10-11 00:00:00.000,33383.00,6676.60,2023-10-11 13:21:27.250,2023-10-11 14:36:44.160
1165674,122447,1111501186,1111700179,2023-10-11 00:00:00.000,25101.00,5020.20,2023-10-11 13:28:48.577,2023-10-11 14:36:44.487
1165725,122447,1111501187,1111701329,2023-10-11 00:00:00.000,1484.00,296.80,2023-10-11 13:31:54.827,2023-10-11 14:36:44.630
1165999,134816,1111501188,1111701142,2023-10-11 00:00:00.000,662.50,132.50,2023-10-11 13:53:49.573,2023-10-11 14:36:44.800
1166029,133514,1111501189,1111700905,2023-10-11 00:00:00.000,630.00,126.00,2023-10-11 14:05:41.880,2023-10-11 14:36:44.927
1166233,1154541,1111501190,1111501190,2023-10-11 00:00:00.000,7500.00,0.00,2023-10-11 14:31:04.350,2023-10-11 14:36:45.113
1172350,134351,1111900041,1111400020,2023-10-13 00:00:00.000,784.00,156.80,2023-10-13 12:06:00.150,2023-10-13 12:17:06.270
1172765,122354,1111501191,1111700724,2023-10-13 00:00:00.000,9104.00,1820.80,2023-10-13 13:46:51.293,2023-10-13 16:30:58.540
1172953,127190,1111501192,1111701478,2023-10-13 00:00:00.000,1175.00,235.00,2023-10-13 14:17:06.920,2023-10-13 16:30:59.040
1173062,135374,1111501193,1111701340,2023-10-13 00:00:00.000,1200.00,240.00,2023-10-13 14:24:18.060,2023-10-13 16:30:59.227
1173664,125237,1111501194,1111701156,2023-10-13 00:00:00.000,14735.00,2947.00,2023-10-13 15:38:57.987,2023-10-13 16:30:59.557
1173691,133514,1111501195,1111701511,2023-10-13 00:00:00.000,0.00,0.00,2023-10-13 15:45:51.783,2023-10-13 16:30:59.773
1173708,557758,1111501196,1111501196,2023-10-13 00:00:00.000,215.00,43.00,2023-10-13 15:48:36.060,2023-10-13 16:31:00.073
1173735,134351,1111501197,1111700912,2023-10-13 00:00:00.000,3827.00,765.40,2023-10-13 16:05:23.033,2023-10-13 16:31:00.273
1173771,132491,1111501198,1111700578,2023-10-13 00:00:00.000,1672.00,334.40,2023-10-13 16:16:14.470,2023-10-13 16:31:00.510
1173804,132491,1111501199,1111700579,2023-10-13 00:00:00.000,11642.00,2328.40,2023-10-13 16:19:49.727,2023-10-13 16:31:00.823
1175687,132491,1111501200,1111701530,2023-10-16 00:00:00.000,0.00,0.00,2023-10-16 10:41:37.127,2023-10-16 10:42:15.513
1176224,122447,1111501201,1111701519,2023-10-16 00:00:00.000,0.00,0.00,2023-10-16 11:27:27.643,2023-10-16 11:27:50.990
1178476,124865,1111501202,1111701389,2023-10-17 00:00:00.000,0.00,0.00,2023-10-17 09:22:41.820,2023-10-17 09:24:42.307
1192815,374614,1111501203,1111501203,2023-10-24 00:00:00.000,60000.00,0.00,2023-10-24 08:25:21.517,2023-10-24 16:33:35.953
1193081,132491,1111501204,1111701404,2023-10-24 00:00:00.000,2620.00,524.00,2023-10-24 08:55:27.933,2023-10-24 16:33:36.157
1193170,132305,1111501205,1111701490,2023-10-24 00:00:00.000,4029.31,805.86,2023-10-24 09:31:29.327,2023-10-24 16:33:36.343
1193693,133514,1111501206,1111701425,2023-10-24 00:00:00.000,500.00,100.00,2023-10-24 10:27:01.087,2023-10-24 16:33:36.500
1194121,132491,1111501207,1111701467,2023-10-24 00:00:00.000,3559.00,711.80,2023-10-24 11:11:17.497,2023-10-24 16:33:36.627
1194207,132491,1111501208,1111700772,2023-10-24 00:00:00.000,26524.00,5304.80,2023-10-24 11:32:20.380,2023-10-24 16:33:36.750
1194320,134816,1111501209,1111701167,2023-10-24 00:00:00.000,662.50,132.50,2023-10-24 13:23:24.627,2023-10-24 16:33:37.000
1195125,134816,1111501210,1111701200,2023-10-24 00:00:00.000,662.50,132.50,2023-10-24 13:33:31.237,2023-10-24 16:33:37.190
1195380,130631,1111501211,1111701452,2023-10-24 00:00:00.000,207.50,41.50,2023-10-24 13:46:43.203,2023-10-24 16:33:37.407
1195452,130259,1111501212,1111701508,2023-10-24 00:00:00.000,275.00,55.00,2023-10-24 13:56:21.810,2023-10-24 16:33:37.593
1195569,127190,1111501213,1111701523,2023-10-24 00:00:00.000,775.00,155.00,2023-10-24 14:09:21.470,2023-10-24 16:33:37.797
1195604,133514,1111501214,1111701535,2023-10-24 00:00:00.000,177.50,35.50,2023-10-24 14:15:32.083,2023-10-24 16:33:38.000
1195654,134537,1111501215,1111701518,2023-10-24 00:00:00.000,700.00,140.00,2023-10-24 14:32:25.670,2023-10-24 16:33:38.157
1195839,123749,1111501216,1111701545,2023-10-24 00:00:00.000,17992.05,3598.41,2023-10-24 15:16:08.193,2023-10-24 16:33:38.440
1197982,130259,1111501217,1111701543,2023-10-25 00:00:00.000,0.00,0.00,2023-10-25 11:13:05.623,2023-10-25 11:13:58.747
1199229,132491,1111501218,1111701520,2023-10-25 00:00:00.000,0.00,0.00,2023-10-25 13:36:00.140,2023-10-25 13:36:23.313
1199506,138350,1111900042,1111400021,2023-10-25 00:00:00.000,250.00,50.00,2023-10-25 14:20:57.743,2023-10-25 16:28:28.340
1199704,126167,1111501219,1111701428,2023-10-25 00:00:00.000,955.00,191.00,2023-10-25 15:14:08.483,2023-10-25 16:28:28.543
1200555,758555,1111501220,1111501220,2023-10-26 00:00:00.000,9172.53,1834.51,2023-10-26 09:44:59.443,2023-10-26 10:35:52.133
1200654,126260,1111501221,1111701220,2023-10-26 00:00:00.000,2460.00,0.00,2023-10-26 10:18:31.237,2023-10-26 10:35:52.400
1200699,127190,1111501222,1111701414,2023-10-26 00:00:00.000,1625.00,325.00,2023-10-26 10:27:28.350,2023-10-26 10:35:52.667
1201132,132491,1111501223,1111701507,2023-10-26 00:00:00.000,0.00,0.00,2023-10-26 11:29:39.413,2023-10-26 11:29:57.867
1201268,758555,1111501224,1111701554,2023-10-26 00:00:00.000,0.00,0.00,2023-10-26 13:02:47.467,2023-10-26 13:03:10.577
1202920,137885,1111501225,1111701542,2023-10-27 00:00:00.000,1152.00,230.40,2023-10-27 09:57:10.540,2023-10-27 16:30:24.150
1202975,135095,1111501226,1111701540,2023-10-27 00:00:00.000,48946.75,0.00,2023-10-27 10:08:12.183,2023-10-27 16:30:24.417
1203016,123749,1111501227,1111701470,2023-10-27 00:00:00.000,9422.85,1884.57,2023-10-27 10:16:23.293,2023-10-27 16:30:24.633
1203087,135374,1111501228,1111700466,2023-10-27 00:00:00.000,11023.75,2204.75,2023-10-27 10:26:25.513,2023-10-27 16:30:24.870
1203123,134165,1111501229,1111701270,2023-10-27 00:00:00.000,3996.00,0.00,2023-10-27 10:36:57.487,2023-10-27 16:30:25.120
1203146,135653,1111501230,1111701193,2023-10-27 00:00:00.000,2850.00,570.00,2023-10-27 10:49:11.553,2023-10-27 16:30:25.260
1203286,758555,1111501231,1111701493,2023-10-27 00:00:00.000,360.00,72.00,2023-10-27 11:02:00.507,2023-10-27 16:30:25.883
1203577,126167,1111501232,1111701558,2023-10-27 00:00:00.000,1075.00,215.00,2023-10-27 12:43:07.140,2023-10-27 16:30:26.027
1204066,124214,1111501233,1111701121,2023-10-27 00:00:00.000,10458.00,2091.60,2023-10-27 13:25:59.410,2023-10-27 16:30:26.447
1205209,126260,1111501234,1111700870,2023-10-27 00:00:00.000,10319.00,0.00,2023-10-27 14:43:08.277,2023-10-27 16:30:26.837
1205323,126260,1111501235,1111701079,2023-10-27 00:00:00.000,4067.00,0.00,2023-10-27 14:56:36.703,2023-10-27 16:30:27.180
1205387,127190,1111501236,1111701492,2023-10-27 00:00:00.000,3451.00,690.20,2023-10-27 15:05:29.797,2023-10-27 16:30:27.510
1205529,1032329,1111501237,1111701219,2023-10-27 00:00:00.000,0.00,0.00,2023-10-27 15:39:06.293,2023-10-27 16:30:27.947
1205590,557758,1111501238,1111501238,2023-10-27 00:00:00.000,225.00,45.00,2023-10-27 15:47:38.777,2023-10-27 16:30:28.853
1205612,127190,1111501239,1111701541,2023-10-27 00:00:00.000,1250.00,250.00,2023-10-27 15:56:08.843,2023-10-27 16:30:29.010
1205634,134351,1111501240,1111701534,2023-10-27 00:00:00.000,772.00,154.40,2023-10-27 16:03:16.133,2023-10-27 16:30:29.167
1205662,132491,1111501241,1111701070,2023-10-27 00:00:00.000,976.00,195.20,2023-10-27 16:16:27.587,2023-10-27 16:30:29.323
1205725,132491,1111501242,1111701071,2023-10-27 00:00:00.000,16478.00,3295.60,2023-10-27 16:24:04.410,2023-10-27 16:30:29.633
1429815,758555,1111501718,1111701656,2023-12-29 00:00:00.000,3390.66,678.13,2023-12-29 13:41:37.763,2023-12-29 16:22:40.087
1429844,758555,1111501719,1111701705,2023-12-29 00:00:00.000,1784.08,356.82,2023-12-29 13:43:43.677,2023-12-29 16:22:40.273
1429873,758555,1111501720,1111701713,2023-12-29 00:00:00.000,1784.08,356.82,2023-12-29 13:49:41.893,2023-12-29 16:22:40.443
1429902,758555,1111501721,1111701695,2023-12-29 00:00:00.000,3120.66,624.13,2023-12-29 14:01:00.943,2023-12-29 16:22:40.633
1429931,758555,1111501722,1111701602,2023-12-29 00:00:00.000,3039.08,607.82,2023-12-29 14:17:53.063,2023-12-29 16:22:40.837
1429961,758555,1111501723,1111701746,2023-12-29 00:00:00.000,1784.08,356.82,2023-12-29 14:21:06.490,2023-12-29 16:22:41.007
1429990,758555,1111501724,1111701748,2023-12-29 00:00:00.000,1784.08,356.82,2023-12-29 14:23:48.643,2023-12-29 16:22:41.210
1430019,758555,1111501725,1111701654,2023-12-29 00:00:00.000,1964.08,392.82,2023-12-29 14:28:01.977,2023-12-29 16:22:41.397
1430053,758555,1111501726,1111701801,2023-12-29 00:00:00.000,1964.08,392.82,2023-12-29 14:30:48.577,2023-12-29 16:22:41.587
1430092,758555,1111501727,1111701701,2023-12-29 00:00:00.000,1784.08,356.82,2023-12-29 14:37:53.003,2023-12-29 16:22:41.773
1430121,758555,1111501728,1111701719,2023-12-29 00:00:00.000,3039.08,607.82,2023-12-29 14:42:26.227,2023-12-29 16:22:41.960
1430151,758555,1111501729,1111701037,2023-12-29 00:00:00.000,5189.08,1037.82,2023-12-29 14:44:39.150,2023-12-29 16:22:42.180
1430182,758555,1111501730,1111701791,2023-12-29 00:00:00.000,1964.08,392.82,2023-12-29 14:49:31.937,2023-12-29 16:22:42.397
1430211,758555,1111501731,1111701797,2023-12-29 00:00:00.000,1784.08,356.82,2023-12-29 14:51:34.527,2023-12-29 16:22:42.600
1430240,758555,1111501732,1111701703,2023-12-29 00:00:00.000,1784.08,356.82,2023-12-29 14:53:38.400,2023-12-29 16:22:42.790
1430269,758555,1111501733,1111701765,2023-12-29 00:00:00.000,1964.08,392.82,2023-12-29 14:57:20.557,2023-12-29 16:22:43.007
1430298,758555,1111501734,1111701729,2023-12-29 00:00:00.000,1964.08,392.82,2023-12-29 15:00:03.370,2023-12-29 16:22:43.210
1430328,758555,1111501735,1111701691,2023-12-29 00:00:00.000,3120.66,624.13,2023-12-29 15:02:56.970,2023-12-29 16:22:43.397
1430363,758555,1111501736,1111701756,2023-12-29 00:00:00.000,3390.66,678.13,2023-12-29 15:06:46.120,2023-12-29 16:22:43.600
1430392,758555,1111501737,1111701185,2023-12-29 00:00:00.000,1964.08,392.82,2023-12-29 15:10:21.400,2023-12-29 16:22:43.820
1430421,758555,1111501738,1111701298,2023-12-29 00:00:00.000,3039.08,607.82,2023-12-29 15:13:36.493,2023-12-29 16:22:44.053
1430451,758555,1111501739,1111701352,2023-12-29 00:00:00.000,4733.16,946.63,2023-12-29 15:17:37.407,2023-12-29 16:22:44.303
1430486,758555,1111501740,1111701650,2023-12-29 00:00:00.000,1964.08,392.82,2023-12-29 15:33:58.343,2023-12-29 16:22:44.493
1430515,758555,1111501741,1111701758,2023-12-29 00:00:00.000,3390.66,678.13,2023-12-29 15:37:55.353,2023-12-29 16:22:44.680
1430544,758555,1111501742,1111701752,2023-12-29 00:00:00.000,1784.08,356.82,2023-12-29 15:40:44.537,2023-12-29 16:22:44.883
1430588,758555,1111501743,1111701725,2023-12-29 00:00:00.000,1964.08,392.82,2023-12-29 15:43:53.827,2023-12-29 16:22:45.053
1430617,758555,1111501744,1111701731,2023-12-29 00:00:00.000,3039.08,607.82,2023-12-29 15:48:30.180,2023-12-29 16:22:45.257
1430647,758555,1111501745,1111701769,2023-12-29 00:00:00.000,1964.08,392.82,2023-12-29 15:50:31.350,2023-12-29 16:22:45.447
1430676,758555,1111501746,1111701652,2023-12-29 00:00:00.000,1964.08,392.82,2023-12-29 15:54:27.573,2023-12-29 16:22:45.650
1430710,758555,1111501747,1111701773,2023-12-29 00:00:00.000,1964.08,392.82,2023-12-29 15:58:51.817,2023-12-29 16:22:45.837
1430744,758555,1111501748,1111701693,2023-12-29 00:00:00.000,3120.66,624.13,2023-12-29 16:03:21.030,2023-12-29 16:22:46.010
1430773,758555,1111501749,1111701723,2023-12-29 00:00:00.000,1964.08,392.82,2023-12-29 16:06:39.013,2023-12-29 16:22:46.197
1430804,758555,1111501750,1111701727,2023-12-29 00:00:00.000,1964.08,392.82,2023-12-29 16:08:51.167,2023-12-29 16:22:46.383
1430833,758555,1111501751,1111701750,2023-12-29 00:00:00.000,1784.08,356.82,2023-12-29 16:11:46.977,2023-12-29 16:22:46.557
1430862,758555,1111501752,1111701820,2023-12-29 00:00:00.000,1784.08,356.82,2023-12-29 16:14:57.893,2023-12-29 16:22:46.760
1444304,127004,1111900051,1111400028,2024-01-04 00:00:00.000,917.00,0.00,2024-01-04 15:12:14.557,2024-01-04 15:18:30.167
1447445,135746,1111501753,1111700756,2024-01-05 00:00:00.000,7062.50,1412.50,2024-01-05 10:52:51.640,2024-01-05 17:56:48.983
1447815,124865,1111501754,1111701460,2024-01-05 00:00:00.000,3645.00,729.00,2024-01-05 11:26:53.700,2024-01-05 17:56:49.230
1448070,124865,1111501755,1111701461,2024-01-05 00:00:00.000,690.00,138.00,2024-01-05 12:02:42.850,2024-01-05 17:56:49.347
1448252,124865,1111501756,1111701462,2024-01-05 00:00:00.000,3645.00,729.00,2024-01-05 12:26:25.240,2024-01-05 17:56:49.500
1448307,124865,1111501757,1111701463,2024-01-05 00:00:00.000,690.00,138.00,2024-01-05 12:32:42.973,2024-01-05 17:56:49.683
1449133,124865,1111501758,1111701028,2024-01-05 00:00:00.000,12010.00,2402.00,2024-01-05 14:27:46.077,2024-01-05 17:56:49.863
1449211,134351,1111501759,1111700734,2024-01-05 00:00:00.000,0.00,0.00,2024-01-05 14:45:43.573,2024-01-05 17:56:50.370
1449873,124214,1111501760,1111701626,2024-01-05 00:00:00.000,2198.00,439.60,2024-01-05 15:34:42.210,2024-01-05 17:56:50.787
1450114,124214,1111501761,1111701627,2024-01-05 00:00:00.000,543.00,108.60,2024-01-05 15:45:20.680,2024-01-05 17:56:50.917
1450339,124214,1111501762,1111701403,2024-01-05 00:00:00.000,3016.00,603.20,2024-01-05 16:02:06.850,2024-01-05 17:56:51.103
1450402,124400,1111501763,1111701339,2024-01-05 00:00:00.000,8338.00,1667.60,2024-01-05 16:17:40.167,2024-01-05 17:56:51.273
1450446,130166,1111501764,1111701832,2024-01-05 00:00:00.000,630.00,126.00,2024-01-05 16:25:35.880,2024-01-05 17:56:51.403
1450600,124865,1111501765,1111501765,2024-01-05 00:00:00.000,1875.00,375.00,2024-01-05 16:49:02.553,2024-01-05 17:56:51.673
1450702,136118,1111501766,1111501766,2024-01-05 00:00:00.000,34678.67,6935.73,2024-01-05 17:13:30.270,2024-01-05 17:56:51.890
1450725,134165,1111501767,1111701809,2024-01-05 00:00:00.000,157.28,0.00,2024-01-05 17:24:01.880,2024-01-05 17:56:51.990
1450800,123005,1111501768,1111701858,2024-01-05 00:00:00.000,823.75,0.00,2024-01-05 17:32:18.343,2024-01-05 17:56:52.107
1450840,135839,1111501769,1111701953,2024-01-05 00:00:00.000,1095.00,219.00,2024-01-05 17:38:55.233,2024-01-05 17:56:52.237
1450957,126167,1111501770,1111701050,2024-01-05 00:00:00.000,12553.25,2510.65,2024-01-05 17:46:20.757,2024-01-05 17:56:52.353
1451004,126260,1111501771,1111701051,2024-01-05 00:00:00.000,75430.50,0.00,2024-01-05 17:49:59.823,2024-01-05 17:56:52.507
1451124,131654,1111501772,1111700187,2024-01-05 00:00:00.000,0.00,0.00,2024-01-05 17:57:04.710,2024-01-05 17:57:40.287
1452336,131747,1111501773,1111701954,2024-01-08 00:00:00.000,16460.00,3292.00,2024-01-08 10:17:42.830,2024-01-08 17:28:01.870
1452740,124214,1111501774,1111701937,2024-01-08 00:00:00.000,1181.50,236.30,2024-01-08 11:15:26.647,2024-01-08 17:28:02.083
1452894,123098,1111501775,1111701733,2024-01-08 00:00:00.000,26948.00,5389.60,2024-01-08 11:32:31.680,2024-01-08 17:28:02.223
1452948,129050,1111501776,1111701964,2024-01-08 00:00:00.000,2610.00,522.00,2024-01-08 11:44:28.317,2024-01-08 17:28:02.353
1453085,124865,1111501777,1111701371,2024-01-08 00:00:00.000,8800.00,1760.00,2024-01-08 12:02:45.457,2024-01-08 17:28:02.570
1453235,124865,1111501778,1111701372,2024-01-08 00:00:00.000,2030.00,406.00,2024-01-08 12:16:36.440,2024-01-08 17:28:02.757
1454254,557758,1111501779,1111501779,2024-01-08 00:00:00.000,18750.00,3750.00,2024-01-08 15:47:06.013,2024-01-09 15:46:29.813
1454380,124865,1111501780,1111700459,2024-01-08 00:00:00.000,2813.00,562.60,2024-01-08 15:56:17.210,2024-01-08 17:28:02.970
1454453,124865,1111501781,1111700460,2024-01-08 00:00:00.000,1640.00,328.00,2024-01-08 16:06:37.417,2024-01-08 17:28:03.157
1455082,135746,1111900052,1111400029,2024-01-08 00:00:00.000,489.00,97.80,2024-01-08 16:58:59.750,2024-01-08 17:28:03.287
1455182,127190,1111501782,1111701967,2024-01-08 00:00:00.000,337.75,67.55,2024-01-08 17:06:45.687,2024-01-08 17:28:03.373
1455305,124400,1111501783,1111501783,2024-01-08 00:00:00.000,8327.50,1665.50,2024-01-08 17:14:43.520,2024-01-08 17:28:03.543
1456471,123377,1111501784,1111701988,2024-01-09 00:00:00.000,0.00,0.00,2024-01-09 09:20:24.690,2024-01-09 09:22:05.273
1457967,127190,1111501785,1111701968,2024-01-09 00:00:00.000,337.75,67.55,2024-01-09 10:08:23.843,2024-01-09 15:46:29.930
1458163,127190,1111501786,1111701969,2024-01-09 00:00:00.000,17587.76,3517.55,2024-01-09 10:19:16.883,2024-01-09 15:46:30.070
1458247,127190,1111501787,1111701970,2024-01-09 00:00:00.000,14896.75,2979.35,2024-01-09 10:26:08.533,2024-01-09 15:46:30.170
1458344,127190,1111501788,1111701971,2024-01-09 00:00:00.000,548.00,109.60,2024-01-09 10:31:31.670,2024-01-09 15:46:30.300
1458374,127190,1111501789,1111701972,2024-01-09 00:00:00.000,7740.00,1548.00,2024-01-09 10:36:09.527,2024-01-09 15:46:30.400
1458460,127190,1111501790,1111701973,2024-01-09 00:00:00.000,2261.50,452.30,2024-01-09 10:41:00.573,2024-01-09 15:46:30.500
1458493,127190,1111501791,1111701974,2024-01-09 00:00:00.000,1129.50,225.90,2024-01-09 10:45:39.120,2024-01-09 15:46:30.617
